index_no,region_no,port_name,country,latitude,longitude,geog,geom
3520,3400,HURON,US,41.4,-82.55,0101000020E61000003333333333A354C03333333333B34440,0101000020E61000003333333333A354C03333333333B34440
3530,3400,SANDUSKY,US,41.45,-82.716667,0101000020E6100000DEDDDDDDDDAD54C09A99999999B94440,0101000020E6100000DEDDDDDDDDAD54C09A99999999B94440
50180,50020,BLINYU,ID,-1.633333,105.783333,0101000020E61000002222222222725A40222222222222FABF,0101000020E61000002222222222725A40222222222222FABF
48297,48285,RAS LAFFAN,QA,25.916667,51.583333,0101000020E6100000ABAAAAAAAACA4940ABAAAAAAAAEA3940,0101000020E6100000ABAAAAAAAACA4940ABAAAAAAAAEA3940
50250,50020,TANJUNGPANDAN,ID,-2.75,107.633333,0101000020E61000008988888888E85A4000000000000006C0,0101000020E61000008988888888E85A4000000000000006C0
50330,50020,PALEMBANG,ID,-2.983333,104.766667,0101000020E61000001111111111315A40DEDDDDDDDDDD07C0,0101000020E61000001111111111315A40DEDDDDDDDDDD07C0
46650,46635,LUDERITZ BAY,NA,-26.65,15.15,0101000020E6100000CDCCCCCCCC4C2E406666666666A63AC0,0101000020E6100000CDCCCCCCCC4C2E406666666666A63AC0
59150,57960,PORT CAPIZ,PH,11.6,122.716667,0101000020E6100000DEDDDDDDDDAD5E403333333333332740,0101000020E6100000DEDDDDDDDDAD5E403333333333332740
59180,57960,JORDAN,PH,10.666667,122.583333,0101000020E61000005555555555A55E405555555555552540,0101000020E61000005555555555A55E405555555555552540
59190,57960,ILOILO,PH,10.7,122.583333,0101000020E61000005555555555A55E406666666666662540,0101000020E61000005555555555A55E406666666666662540
59270,57960,PUERTO PRINCESA,PH,9.733333,118.733333,0101000020E6100000EFEEEEEEEEAE5D407777777777772340,0101000020E6100000EFEEEEEEEEAE5D407777777777772340
58740,57960,MAASIN,PH,10.133333,124.833333,0101000020E61000005555555555355F404444444444442440,0101000020E61000005555555555355F404444444444442440
58750,57960,BAYBAY,PH,10.683333,124.8,0101000020E61000003333333333335F40DEDDDDDDDD5D2540,0101000020E61000003333333333335F40DEDDDDDDDD5D2540
58205,57960,SORSOGON,PH,12.966667,124,0101000020E61000000000000000005F40EFEEEEEEEEEE2940,0101000020E61000000000000000005F40EFEEEEEEEEEE2940
58315,57960,SANTA CRUZ (MARINDUQUE ISL),PH,13.5,122.066667,0101000020E61000004444444444845E400000000000002B40,0101000020E61000004444444444845E400000000000002B40
58320,57960,BATANGAS CITY,PH,13.75,121.05,0101000020E61000003333333333435E400000000000802B40,0101000020E61000003333333333435E400000000000802B40
58350,57960,NASUGBU,PH,14.083333,120.616667,0101000020E61000007777777777275E40ABAAAAAAAA2A2C40,0101000020E61000007777777777275E40ABAAAAAAAA2A2C40
58370,57960,MANILA,PH,14.583333,120.966667,0101000020E6100000DEDDDDDDDD3D5E40ABAAAAAAAA2A2D40,0101000020E6100000DEDDDDDDDD3D5E40ABAAAAAAAA2A2D40
58390,57960,MARIVELES,PH,14.433333,120.483333,0101000020E6100000EFEEEEEEEE1E5E40DEDDDDDDDDDD2C40,0101000020E6100000EFEEEEEEEE1E5E40DEDDDDDDDDDD2C40
58410,57960,MASINLOC,PH,15.55,119.95,0101000020E6100000CDCCCCCCCCFC5D409A99999999192F40,0101000020E6100000CDCCCCCCCCFC5D409A99999999192F40
58460,57960,SAN FERNANDO HARBOR,PH,16.616667,120.316667,0101000020E61000004444444444145E40DEDDDDDDDD9D3040,0101000020E61000004444444444145E40DEDDDDDDDD9D3040
58540,57960,CALAPAN,PH,13.416667,121.183333,0101000020E6100000BCBBBBBBBB4B5E405555555555D52A40,0101000020E6100000BCBBBBBBBB4B5E405555555555D52A40
58590,57960,PORT ROMBLON,PH,12.583333,122.266667,0101000020E61000001111111111915E40ABAAAAAAAA2A2940,0101000020E61000001111111111915E40ABAAAAAAAA2A2940
58620,57960,MASBATE,PH,12.366667,123.616667,0101000020E61000007777777777E75E40BCBBBBBBBBBB2840,0101000020E61000007777777777E75E40BCBBBBBBBBBB2840
58630,57960,LAOANG,PH,12.566667,125.016667,0101000020E61000001111111111415F402222222222222940,0101000020E61000001111111111415F402222222222222940
58640,57960,PORT BORONGAN,PH,11.6,125.433333,0101000020E6100000BCBBBBBBBB5B5F403333333333332740,0101000020E6100000BCBBBBBBBB5B5F403333333333332740
58655,57960,GUIUAN,PH,11.033333,125.716667,0101000020E6100000DEDDDDDDDD6D5F401111111111112640,0101000020E6100000DEDDDDDDDD6D5F401111111111112640
58670,57960,CATBALOGAN,PH,11.766667,124.883333,0101000020E61000008988888888385F408988888888882740,0101000020E61000008988888888385F408988888888882740
58690,57960,TACLOBAN,PH,11.25,125,0101000020E61000000000000000405F400000000000802640,0101000020E61000000000000000405F400000000000802640
57745,57740,FANG-CHENG,CN,21.75,108.35,0101000020E61000006666666666165B400000000000C03540,0101000020E61000006666666666165B400000000000C03540
57750,57740,BEIHAI,CN,21.483333,109.066667,0101000020E61000004444444444445B40BCBBBBBBBB7B3540,0101000020E61000004444444444445B40BCBBBBBBBB7B3540
57760,57740,HAIKOU,CN,20.05,110.283333,0101000020E61000002222222222925B40CDCCCCCCCC0C3440,0101000020E61000002222222222925B40CDCCCCCCCC0C3440
57768,57740,BASUO,CN,19.1,108.616667,0101000020E61000007777777777275B409A99999999193340,0101000020E61000007777777777275B409A99999999193340
57770,57740,ZHANJIANG,CN,21.2,110.4,0101000020E61000009A99999999995B403333333333333540,0101000020E61000009A99999999995B403333333333333540
57775,57740,LON SHUI TERMINAL,CN,20.833333,115.683333,0101000020E6100000BCBBBBBBBBEB5C405555555555D53440,0101000020E6100000BCBBBBBBBBEB5C405555555555D53440
57810,57805,MACAU,MO,22.183333,113.566667,0101000020E61000004444444444645C40EFEEEEEEEE2E3640,0101000020E61000004444444444645C40EFEEEEEEEE2E3640
57825,57815,HUANGPUXINGANG,CN,23.05,113.5,0101000020E61000000000000000605C40CDCCCCCCCC0C3740,0101000020E61000000000000000605C40CDCCCCCCCC0C3740
57830,57815,GUANGZHOU,CN,23.116667,113.233333,0101000020E6100000EFEEEEEEEE4E5C40DEDDDDDDDD1D3740,0101000020E6100000EFEEEEEEEE4E5C40DEDDDDDDDD1D3740
45490,45470,ANNABA,DZ,36.916667,7.766667,0101000020E61000001111111111111F405555555555754240,0101000020E61000001111111111111F405555555555754240
45510,45470,SKIKDA,DZ,36.883333,6.916667,0101000020E6100000ABAAAAAAAAAA1B401111111111714240,0101000020E6100000ABAAAAAAAAAA1B401111111111714240
45520,45470,COLLO,DZ,37,6.583333,0101000020E61000005555555555551A400000000000804240,0101000020E61000005555555555551A400000000000804240
45550,45470,BEJAIA,DZ,36.75,5.083333,0101000020E610000055555555555514400000000000604240,0101000020E610000055555555555514400000000000604240
45560,45470,DELLYS,DZ,36.916667,3.916667,0101000020E61000005555555555550F405555555555754240,0101000020E61000005555555555550F405555555555754240
45570,45470,ALGER,DZ,36.766667,3.066667,0101000020E610000089888888888808402222222222624240,0101000020E610000089888888888808402222222222624240
45610,45470,TENES,DZ,36.533333,1.316667,0101000020E6100000111111111111F53F4444444444444240,0101000020E6100000111111111111F53F4444444444444240
45620,45470,MOSTAGANEM,DZ,35.933333,0.083333,0101000020E6100000555555555555B53F7777777777F74140,0101000020E6100000555555555555B53F7777777777F74140
45630,45470,ARZEW,DZ,35.85,-0.3,0101000020E6100000333333333333D3BFCDCCCCCCCCEC4140,0101000020E6100000333333333333D3BFCDCCCCCCCCEC4140
45635,45470,ARZEW EL DJEDID,DZ,35.816667,-0.25,0101000020E6100000000000000000D0BF8988888888E84140,0101000020E6100000000000000000D0BF8988888888E84140
45640,45470,ORAN,DZ,35.7,-0.633333,0101000020E6100000444444444444E4BF9A99999999D94140,0101000020E6100000444444444444E4BF9A99999999D94140
45650,45470,MERS EL KEBIR,DZ,35.733333,-0.7,0101000020E6100000666666666666E6BFDEDDDDDDDDDD4140,0101000020E6100000666666666666E6BFDEDDDDDDDDDD4140
51220,50920,CILACAP,ID,-7.733333,109,0101000020E61000000000000000405B40EFEEEEEEEEEE1EC0,0101000020E61000000000000000405B40EFEEEEEEEEEE1EC0
51260,51250,BENOA,ID,-8.75,115.216667,0101000020E6100000DEDDDDDDDDCD5C4000000000008021C0,0101000020E6100000DEDDDDDDDDCD5C4000000000008021C0
51290,51250,LABUHANHAJI,ID,-8.7,116.566667,0101000020E61000004444444444245D4066666666666621C0,0101000020E61000004444444444245D4066666666666621C0
51320,51250,MAUMERE,ID,-8.616667,122.216667,0101000020E6100000DEDDDDDDDD8D5E40BCBBBBBBBB3B21C0,0101000020E6100000DEDDDDDDDD8D5E40BCBBBBBBBB3B21C0
51330,51250,LARANTUKA,ID,-8.35,122.983333,0101000020E6100000EFEEEEEEEEBE5E403333333333B320C0,0101000020E6100000EFEEEEEEEEBE5E403333333333B320C0
51340,51250,ENDE,ID,-8.833333,121.65,0101000020E61000009A99999999695E40ABAAAAAAAAAA21C0,0101000020E61000009A99999999695E40ABAAAAAAAAAA21C0
51500,51480,TAREMPAH,ID,3.216667,106.216667,0101000020E6100000DEDDDDDDDD8D5A40BCBBBBBBBBBB0940,0101000020E6100000DEDDDDDDDD8D5A40BCBBBBBBBBBB0940
50790,50515,BENGKALIS,ID,1.466667,102.1,0101000020E61000006666666666865940787777777777F73F,0101000020E61000006666666666865940787777777777F73F
50010,49990,PULAU BUKOM,SG,1.233333,103.766667,0101000020E61000001111111111F15940BCBBBBBBBBBBF33F,0101000020E61000001111111111F15940BCBBBBBBBBBBF33F
50015,49990,PULAU SEBAROK,SG,1.2,103.8,0101000020E61000003333333333F35940333333333333F33F,0101000020E61000003333333333F35940333333333333F33F
50030,50020,TANJUNGUBAN,ID,1.066667,104.216667,0101000020E6100000DEDDDDDDDD0D5A40111111111111F13F,0101000020E6100000DEDDDDDDDD0D5A40111111111111F13F
50040,50020,TANJUNGPINANG,ID,0.916667,104.45,0101000020E6100000CDCCCCCCCC1C5A40555555555555ED3F,0101000020E6100000CDCCCCCCCC1C5A40555555555555ED3F
50045,50020,KIJANG,ID,0.85,104.6,0101000020E61000006666666666265A40333333333333EB3F,0101000020E61000006666666666265A40333333333333EB3F
50060,50020,PULAU SAMBU,ID,1.166667,103.9,0101000020E61000009A99999999F95940ABAAAAAAAAAAF23F,0101000020E61000009A99999999F95940ABAAAAAAAAAAF23F
50100,50020,DABO,ID,-0.5,104.566667,0101000020E61000004444444444245A40000000000000E0BF,0101000020E61000004444444444245A40000000000000E0BF
50120,50020,TOBOALI,ID,-3.016667,106.45,0101000020E6100000CDCCCCCCCC9C5A4022222222222208C0,0101000020E6100000CDCCCCCCCC9C5A4022222222222208C0
50140,50020,MUNTOK,ID,-2.066667,105.166667,0101000020E6100000ABAAAAAAAA4A5A4089888888888800C0,0101000020E6100000ABAAAAAAAA4A5A4089888888888800C0
50210,50020,PANGKALPINANG,ID,-2.116667,106.133333,0101000020E61000008988888888885A40EFEEEEEEEEEE00C0,0101000020E61000008988888888885A40EFEEEEEEEEEE00C0
50350,50020,CINTA OIL TERMINAL,ID,-5.5,106.233333,0101000020E6100000EFEEEEEEEE8E5A4000000000000016C0,0101000020E6100000EFEEEEEEEE8E5A4000000000000016C0
50380,50020,PANJANG,ID,-5.466667,105.316667,0101000020E61000004444444444545A40DEDDDDDDDDDD15C0,0101000020E61000004444444444545A40DEDDDDDDDDDD15C0
50450,50020,TELUK BAYUR,ID,-1,100.366667,0101000020E61000007777777777175940000000000000F0BF,0101000020E61000007777777777175940000000000000F0BF
37600,37270,AVILES,ES,43.6,-5.933333,0101000020E6100000BCBBBBBBBBBB17C0CDCCCCCCCCCC4540,0101000020E6100000BCBBBBBBBBBB17C0CDCCCCCCCCCC4540
37670,37270,RIBADEO,ES,43.533333,-7.033333,0101000020E61000002222222222221CC04444444444C44540,0101000020E61000002222222222221CC04444444444C44540
37690,37270,SAN CIPRIAN,ES,43.7,-7.433333,0101000020E6100000BCBBBBBBBBBB1DC09A99999999D94540,0101000020E6100000BCBBBBBBBBBB1DC09A99999999D94540
37740,37270,FERROL,ES,43.483333,-8.233333,0101000020E610000077777777777720C0DEDDDDDDDDBD4540,0101000020E610000077777777777720C0DEDDDDDDDDBD4540
37770,37270,LA CORUNA,ES,43.366667,-8.4,0101000020E6100000CDCCCCCCCCCC20C0EFEEEEEEEEAE4540,0101000020E6100000CDCCCCCCCCCC20C0EFEEEEEEEEAE4540
37830,37270,VILLAGARCIA DE AROSA,ES,42.6,-8.766667,0101000020E610000089888888888821C0CDCCCCCCCC4C4540,0101000020E610000089888888888821C0CDCCCCCCCC4C4540
37860,37270,MARIN,ES,42.4,-8.7,0101000020E610000066666666666621C03333333333334540,0101000020E610000066666666666621C03333333333334540
37900,37270,VIGO,ES,42.233333,-8.716667,0101000020E6100000EFEEEEEEEE6E21C0DEDDDDDDDD1D4540,0101000020E6100000EFEEEEEEEE6E21C0DEDDDDDDDD1D4540
23950,23860,BROFJORDEN,SE,58.383333,11.416667,0101000020E61000005555555555D526401111111111314D40,0101000020E61000005555555555D526401111111111314D40
24000,23860,STENUNGSUND,SE,58.066667,11.833333,0101000020E6100000ABAAAAAAAAAA27408988888888084D40,0101000020E6100000ABAAAAAAAAAA27408988888888084D40
28484,28420,MUUGA-PORT OF TALLIN,EE,59.5,24.95,0101000020E61000003333333333F338400000000000C04D40,0101000020E61000003333333333F338400000000000C04D40
23817,20620,FAGERSTRAND,NO,59.733333,10.6,0101000020E61000003333333333332540DEDDDDDDDDDD4D40,0101000020E61000003333333333332540DEDDDDDDDDDD4D40
48590,48580,GWADAR,PK,25.133333,62.3,0101000020E61000006666666666264F402222222222223940,0101000020E61000006666666666264F402222222222223940
49030,48610,NEW MANGALORE,IN,12.916667,74.816667,0101000020E61000004444444444B452405555555555D52940,0101000020E61000004444444444B452405555555555D52940
57472,57431,PETCHBURI TERMINAL,TH,13.166667,100.15,0101000020E61000009A999999990959405555555555552A40,0101000020E61000009A999999990959405555555555552A40
57443,57431,RAYONG TPI TERMINAL,TH,12.633333,101.3,0101000020E610000033333333335359404444444444442940,0101000020E610000033333333335359404444444444442940
57461,57431,SIAM SEAPORT,TH,13.133333,100.883333,0101000020E610000089888888883859404444444444442A40,0101000020E610000089888888883859404444444444442A40
2390,2270,HAWKESBURY,CA,45.616667,-74.616667,0101000020E61000007777777777A752C0EFEEEEEEEECE4640,0101000020E61000007777777777A752C0EFEEEEEEEECE4640
49890,49820,LUMUT,MY,4.233333,100.633333,0101000020E61000008988888888285940EFEEEEEEEEEE1040,0101000020E61000008988888888285940EFEEEEEEEEEE1040
51586,51550,TAWA,MY,4.25,117.883333,0101000020E61000008988888888785D400000000000001140,0101000020E61000008988888888785D400000000000001140
49910,49820,TELUK ANSON,MY,4.016667,101.016667,0101000020E610000011111111114159401111111111111040,0101000020E610000011111111114159401111111111111040
49454,49310,KAMARAJAR PORT,IN,13.266667,80.316667,0101000020E610000044444444441454408988888888882A40,0101000020E610000044444444441454408988888888882A40
51635,51610,LUMUT,BN,4.716667,114.45,0101000020E6100000CDCCCCCCCC9C5C40DEDDDDDDDDDD1240,0101000020E6100000CDCCCCCCCC9C5C40DEDDDDDDDDDD1240
48613,48610,SIKKA,IN,22.433333,69.833333,0101000020E61000005555555555755140EFEEEEEEEE6E3640,0101000020E61000005555555555755140EFEEEEEEEE6E3640
2350,2270,CARILLON,CA,45.566667,-74.366667,0101000020E610000077777777779752C08988888888C84640,0101000020E610000077777777779752C08988888888C84640
48617,48610,MUNDRA,IN,22.733333,69.7,0101000020E6100000CDCCCCCCCC6C5140BCBBBBBBBBBB3640,0101000020E6100000CDCCCCCCCC6C5140BCBBBBBBBBBB3640
48674,48610,DAHEJ,IN,21.7,72.533333,0101000020E610000022222222222252403333333333B33540,0101000020E610000022222222222252403333333333B33540
50517,50515,JABUNG BATANGHARI MARINE TERMINAL,ID,-0.916667,104.066667,0101000020E61000004444444444045A40555555555555EDBF,0101000020E61000004444444444045A40555555555555EDBF
50740,50515,KUALA KAPUS,ID,3,114.366667,0101000020E61000007777777777975C400000000000000840,0101000020E61000007777777777975C400000000000000840
50070,50020,LALANG MARINE TERMINAL,ID,1.183333,102.216667,0101000020E6100000DEDDDDDDDD8D5940EFEEEEEEEEEEF23F,0101000020E6100000DEDDDDDDDD8D5940EFEEEEEEEEEEF23F
52297,51970,PAREPARE,ID,-4,119.616667,0101000020E61000007777777777E75D4000000000000010C0,0101000020E61000007777777777E75D4000000000000010C0
51501,51480,BELANAK FIELD TERMINAL,ID,4.15,106.25,0101000020E61000000000000000905A409A99999999991040,0101000020E61000000000000000905A409A99999999991040
51484,51480,BELIDA MARINE TERMINAL,ID,4.133333,105.133333,0101000020E61000008988888888485A408988888888881040,0101000020E61000008988888888485A408988888888881040
51254,51250,TANJUNG BENETE,ID,-8.9,116.75,0101000020E61000000000000000305D40CDCCCCCCCCCC21C0,0101000020E61000000000000000305D40CDCCCCCCCCCC21C0
51205,50920,CELUKAN BAWANG,ID,-8.183333,114.833333,0101000020E61000005555555555B55C40DEDDDDDDDD5D20C0,0101000020E61000005555555555B55C40DEDDDDDDDD5D20C0
48057,47950,ZAFARANA TERMINAL,EG,29.166667,32.683333,0101000020E61000007777777777574040ABAAAAAAAA2A3D40,0101000020E61000007777777777574040ABAAAAAAAA2A3D40
47989,47950,ZEIT BAY LPG TERMINAL,EG,27.8,33.566667,0101000020E61000008988888888C84040CDCCCCCCCCCC3B40,0101000020E61000008988888888C84040CDCCCCCCCCCC3B40
31360,31330,WHITSTABLE,GB,51.366667,1.033333,0101000020E6100000898888888888F03FEFEEEEEEEEAE4940,0101000020E6100000898888888888F03FEFEEEEEEEEAE4940
31370,31330,SHEERNESS,GB,51.45,0.75,0101000020E6100000000000000000E83F9A99999999B94940,0101000020E6100000000000000000E83F9A99999999B94940
31376,31330,THAMESPORT,GB,51.433333,0.7,0101000020E6100000666666666666E63F7777777777B74940,0101000020E6100000666666666666E63F7777777777B74940
31390,31330,CHATHAM DOCKS,GB,51.4,0.55,0101000020E61000009A9999999999E13F3333333333B34940,0101000020E61000009A9999999999E13F3333333333B34940
31420,31330,GRAVESEND,GB,51.45,0.366667,0101000020E6100000777777777777D73F9A99999999B94940,0101000020E6100000777777777777D73F9A99999999B94940
31470,31330,LONDON,GB,51.5,-0.083333,0101000020E6100000555555555555B5BF0000000000C04940,0101000020E6100000555555555555B5BF0000000000C04940
31506,31330,COLCHESTER,GB,51.883333,0.916667,0101000020E6100000555555555555ED3F1111111111F14940,0101000020E6100000555555555555ED3F1111111111F14940
31530,31330,HARWICH,GB,51.95,1.283333,0101000020E6100000888888888888F43F9A99999999F94940,0101000020E6100000888888888888F43F9A99999999F94940
47680,47670,SAINT-DENIS,RE,-20.866667,55.45,0101000020E61000009A99999999B94B40DEDDDDDDDDDD34C0,0101000020E61000009A99999999B94B40DEDDDDDDDDDD34C0
47695,47670,PORT OUEST,RE,-20.933333,55.283333,0101000020E61000004444444444A44B40EFEEEEEEEEEE34C0,0101000020E61000004444444444A44B40EFEEEEEEEEEE34C0
47720,47710,PORT LOUIS,MU,-20.15,57.5,0101000020E61000000000000000C04C4066666666662634C0,0101000020E61000000000000000C04C4066666666662634C0
47750,47740,PORT MATHURIN,MU,-19.683333,63.416667,0101000020E61000005555555555B54F40EFEEEEEEEEAE33C0,0101000020E61000005555555555B54F40EFEEEEEEEEAE33C0
5510,5501,GASPE,CA,48.833333,-64.483333,0101000020E6100000EFEEEEEEEE1E50C0ABAAAAAAAA6A4840,0101000020E6100000EFEEEEEEEE1E50C0ABAAAAAAAA6A4840
2030,1930,RIMOUSKI,CA,48.45,-68.516667,0101000020E610000011111111112151C09A99999999394840,0101000020E610000011111111112151C09A99999999394840
2130,1930,CHICOUTIMI (PORT SAGUENAY),CA,48.433333,-71.066667,0101000020E61000004444444444C451C07777777777374840,0101000020E61000004444444444C451C07777777777374840
2220,1930,SOREL,CA,46.05,-73.116667,0101000020E610000077777777774752C06666666666064740,0101000020E610000077777777774752C06666666666064740
48540,48410,JASK,IR,25.633333,57.766667,0101000020E61000002222222222E24C402222222222A23940,0101000020E61000002222222222E24C402222222222A23940
47855,47840,DORALEH,DJ,11.6,43.083333,0101000020E6100000ABAAAAAAAA8A45403333333333332740,0101000020E6100000ABAAAAAAAA8A45403333333333332740
47830,47810,BOOSAASO,SO,11.283333,49.183333,0101000020E610000077777777779748401111111111912640,0101000020E610000077777777779748401111111111912640
47942,47910,AL KHAIR OIL TERMINAL,SD,19.583333,37.25,0101000020E61000000000000000A042405555555555953340,0101000020E61000000000000000A042405555555555953340
47944,47910,BESHAYER OIL TERMINAL,SD,19.4,37.316667,0101000020E61000008988888888A842406666666666663340,0101000020E61000008988888888A842406666666666663340
48273,48260,UMM AL QAYWAYN,AE,25.583333,55.583333,0101000020E6100000ABAAAAAAAACA4B405555555555953940,0101000020E6100000ABAAAAAAAACA4B405555555555953940
48272,48260,SHARJAH OFFSHORE TERMINAL,AE,25.583333,55.4,0101000020E61000003333333333B34B405555555555953940,0101000020E61000003333333333B34B405555555555953940
48271,48260,ASH SHARIQAH,AE,25.416667,55.366667,0101000020E6100000EFEEEEEEEEAE4B40ABAAAAAAAA6A3940,0101000020E6100000EFEEEEEEEEAE4B40ABAAAAAAAA6A3940
48270,48260,AJMAN,AE,25.416667,55.433333,0101000020E61000007777777777B74B40ABAAAAAAAA6A3940,0101000020E61000007777777777B74B40ABAAAAAAAA6A3940
48269,48260,AL JAZEERA PORT,AE,25.716667,55.783333,0101000020E61000004444444444E44B407777777777B73940,0101000020E61000004444444444E44B407777777777B73940
48266,48260,ZIRKUH PETROLEUM PORT,AE,25.016667,53,0101000020E61000000000000000804A404444444444043940,0101000020E61000000000000000804A404444444444043940
50440,50020,BENGKULU,ID,-3.783333,102.25,0101000020E610000000000000009059404444444444440EC0,0101000020E610000000000000009059404444444444440EC0
6545,6070,CANAPORT (ST. JOHN),CA,45.2,-65.983333,0101000020E6100000EFEEEEEEEE7E50C09A99999999994640,0101000020E6100000EFEEEEEEEE7E50C09A99999999994640
6410,6070,LIVERPOOL (BROOKLYN),CA,44.033333,-64.65,0101000020E61000009A999999992950C04444444444044640,0101000020E61000009A999999992950C04444444444044640
45530,45470,JIJEL,DZ,36.833333,5.783333,0101000020E61000002222222222221740ABAAAAAAAA6A4240,0101000020E61000002222222222221740ABAAAAAAAA6A4240
25610,24975,NORRSUNDET,SE,60.933333,17.166667,0101000020E6100000ABAAAAAAAA2A31407777777777774E40,0101000020E6100000ABAAAAAAAA2A31407777777777774E40
57439,57431,SONGKHLA HARBOR,TH,7.216667,100.583333,0101000020E61000005555555555255940DEDDDDDDDDDD1C40,0101000020E61000005555555555255940DEDDDDDDDDDD1C40
57642,57510,DAI HANG,VN,8.483333,108.683333,0101000020E6100000BCBBBBBBBB2B5B407777777777F72040,0101000020E6100000BCBBBBBBBB2B5B407777777777F72040
25640,24975,VALLVIK,SE,61.183333,17.166667,0101000020E6100000ABAAAAAAAA2A31407777777777974E40,0101000020E6100000ABAAAAAAAA2A31407777777777974E40
57655,57510,MUI VUNG TAU,VN,10.316667,107.066667,0101000020E61000004444444444C45A402222222222A22440,0101000020E61000004444444444C45A402222222222A22440
25720,24975,SODERHAMN,SE,61.3,17.083333,0101000020E610000055555555551531406666666666A64E40,0101000020E610000055555555551531406666666666A64E40
57572,57510,PHU MY,VN,10.583333,107.033333,0101000020E61000002222222222C25A40ABAAAAAAAA2A2540,0101000020E61000002222222222C25A40ABAAAAAAAA2A2540
45660,45470,BENI SAF,DZ,35.3,-1.383333,0101000020E6100000222222222222F6BF6666666666A64140,0101000020E6100000222222222222F6BF6666666666A64140
45670,45470,GHAZAOUET,DZ,35.1,-1.866667,0101000020E6100000DEDDDDDDDDDDFDBFCDCCCCCCCC8C4140,0101000020E6100000DEDDDDDDDDDDFDBFCDCCCCCCCC8C4140
45755,45700,TANGER,MA,35.783333,-5.816667,0101000020E610000044444444444417C04444444444E44140,0101000020E610000044444444444417C04444444444E44140
45762,45700,PORT NADOR,MA,35.283333,-2.933333,0101000020E610000078777777777707C04444444444A44140,0101000020E610000078777777777707C04444444444A44140
45785,45700,KENITRA,MA,34.3,-6.6,0101000020E61000006666666666661AC06666666666264140,0101000020E61000006666666666661AC06666666666264140
45790,45700,MOHAMMEDIA,MA,33.716667,-7.4,0101000020E61000009A99999999991DC0BCBBBBBBBBDB4040,0101000020E61000009A99999999991DC0BCBBBBBBBBDB4040
45793,45700,CASABLANCA,MA,33.6,-7.616667,0101000020E61000007877777777771EC0CDCCCCCCCCCC4040,0101000020E61000007877777777771EC0CDCCCCCCCCCC4040
45797,45700,SAFI,MA,32.3,-9.25,0101000020E610000000000000008022C06666666666264040,0101000020E610000000000000008022C06666666666264040
45800,45700,ESSAOUIRA,MA,31.5,-9.783333,0101000020E610000011111111119123C00000000000803F40,0101000020E610000011111111119123C00000000000803F40
45808,45805,AD DAKHLA,EH,23.7,-15.916667,0101000020E61000005555555555D52FC03333333333B33740,0101000020E61000005555555555D52FC03333333333B33740
45812,45810,NOUADHIBOU,MR,20.916667,-17.05,0101000020E6100000CDCCCCCCCC0C31C0ABAAAAAAAAEA3440,0101000020E6100000CDCCCCCCCC0C31C0ABAAAAAAAAEA3440
45818,45817,ST LOUIS,SN,16.016667,-16.516667,0101000020E610000044444444448430C04444444444043040,0101000020E610000044444444448430C04444444444043040
45820,45817,DAKAR,SN,14.683333,-17.433333,0101000020E6100000EFEEEEEEEE6E31C0DEDDDDDDDD5D2D40,0101000020E6100000EFEEEEEEEE6E31C0DEDDDDDDDD5D2D40
45390,45360,MERSA SFAX,TN,34.733333,10.766667,0101000020E61000008988888888882540DEDDDDDDDD5D4140,0101000020E61000008988888888882540DEDDDDDDDD5D4140
45400,45360,MAHDIA,TN,35.5,11.066667,0101000020E610000022222222222226400000000000C04140,0101000020E610000022222222222226400000000000C04140
45410,45360,SOUSSE,TN,35.833333,10.65,0101000020E6100000CDCCCCCCCC4C2540ABAAAAAAAAEA4140,0101000020E6100000CDCCCCCCCC4C2540ABAAAAAAAAEA4140
44860,44360,MERSIN,TR,36.8,34.633333,0101000020E610000011111111115141406666666666664240,0101000020E610000011111111115141406666666666664240
44870,44360,BOTAS,TR,36.883333,35.933333,0101000020E61000007777777777F741401111111111714240,0101000020E61000007777777777F741401111111111714240
44880,44360,ISKENDERUN,TR,36.6,36.166667,0101000020E61000005555555555154240CDCCCCCCCC4C4240,0101000020E61000005555555555154240CDCCCCCCCC4C4240
44900,44890,KYRENIA,CY,35.35,33.333333,0101000020E6100000ABAAAAAAAAAA4040CDCCCCCCCCAC4140,0101000020E6100000ABAAAAAAAAAA4040CDCCCCCCCCAC4140
44910,44890,XEROS,CY,35.133333,32.833333,0101000020E6100000ABAAAAAAAA6A40401111111111914140,0101000020E6100000ABAAAAAAAA6A40401111111111914140
44950,44890,LIMASSOL,CY,34.666667,33.05,0101000020E610000066666666668640405555555555554140,0101000020E610000066666666668640405555555555554140
44960,44890,LARNACA,CY,34.916667,33.65,0101000020E61000003333333333D340405555555555754140,0101000020E61000003333333333D340405555555555754140
44965,44890,DHEKELIA,CY,34.966667,33.716667,0101000020E6100000BCBBBBBBBBDB4040BCBBBBBBBB7B4140,0101000020E6100000BCBBBBBBBBDB4040BCBBBBBBBB7B4140
44970,44890,FAMAGUSTA,CY,35.116667,33.933333,0101000020E61000007777777777F74040EFEEEEEEEE8E4140,0101000020E61000007777777777F74040EFEEEEEEEE8E4140
45003,45000,TARTUS,SY,34.9,35.866667,0101000020E6100000EFEEEEEEEEEE41403333333333734140,0101000020E6100000EFEEEEEEEEEE41403333333333734140
45005,45000,BANIYAS,SY,35.183333,35.95,0101000020E61000009A99999999F941407777777777974140,0101000020E61000009A99999999F941407777777777974140
